행정구역,총인구수,연령구간인구수,2022년04월_계_0~9세,2022년04월_계_10~19세,2022년04월_계_20~29세,2022년04월_계_30~39세,2022년04월_계_40~49세,2022년04월_계_50~59세,2022년04월_계_60~69세,2022년04월_계_70~79세,2022년04월_계_80~89세,2022년04월_계_90~99세,2022년04월_계_100세 이상,2022년04월_남_총인구수,2022년04월_남_연령구간인구수,2022년04월_남_0~9세,2022년04월_남_10~19세,2022년04월_남_20~29세,2022년04월_남_30~39세,2022년04월_남_40~49세,2022년04월_남_50~59세,2022년04월_남_60~69세,2022년04월_남_70~79세,2022년04월_남_80~89세,2022년04월_남_90~99세,2022년04월_남_100세 이상,2022년04월_여_총인구수,2022년04월_여_연령구간인구수,2022년04월_여_0~9세,2022년04월_여_10~19세,2022년04월_여_20~29세,2022년04월_여_30~39세,2022년04월_여_40~49세,2022년04월_여_50~59세,2022년04월_여_60~69세,2022년04월_여_70~79세,2022년04월_여_80~89세,2022년04월_여_90~99세,2022년04월_여_100세 이상
전라남도 나주시 산포면(4617040000),3291,3291,67,122,264,218,330,648,730,521,341,50,0,1727,1727,31,64,151,134,220,395,384,239,97,12,0,1564,1564,36,58,113,84,110,253,346,282,244,38,0
전라남도 나주시 다도면(4617042000),1845,1845,26,59,94,90,136,356,465,324,255,37,3,947,947,13,27,51,52,87,219,270,140,75,11,2,898,898,13,32,43,38,49,137,195,184,180,26,1
전라남도 나주시 봉황면(4617043000),4097,4097,68,164,273,202,338,710,967,775,517,78,5,2131,2131,38,94,158,113,241,434,519,357,161,14,2,1966,1966,30,70,115,89,97,276,448,418,356,64,3
전라남도 나주시 송월동(4617051000),7928,7928,576,819,1227,1012,1212,1366,873,511,294,36,2,3957,3957,303,409,662,561,589,731,409,197,87,9,0,3971,3971,273,410,565,451,623,635,464,314,207,27,2
전라남도 나주시 영강동(4617052000),2695,2695,129,180,305,281,353,487,459,301,170,30,0,1331,1331,64,90,173,150,191,261,211,131,55,5,0,1364,1364,65,90,132,131,162,226,248,170,115,25,0
전라남도 나주시 금남동(4617054000),4784,4784,214,340,473,365,521,847,871,706,389,57,1,2399,2399,117,208,271,178,289,437,426,306,152,15,0,2385,2385,97,132,202,187,232,410,445,400,237,42,1
전라남도 나주시 성북동(4617055000),8654,8654,623,903,1258,820,1321,1474,1114,718,364,59,0,4363,4363,337,482,700,417,674,767,540,309,121,16,0,4291,4291,286,421,558,403,647,707,574,409,243,43,0
전라남도 나주시 영산동(4617058000),3090,3090,93,171,234,194,295,549,659,517,319,59,0,1556,1556,52,85,125,106,192,308,344,230,94,20,0,1534,1534,41,86,109,88,103,241,315,287,225,39,0
전라남도 나주시 이창동(4617060000),3315,3315,95,190,360,278,399,589,671,459,233,40,1,1785,1785,47,92,214,166,249,375,355,217,63,7,0,1530,1530,48,98,146,112,150,214,316,242,170,33,1
전라남도 나주시 빛가람동(4617062000),39213,39213,6178,4901,4604,7947,8043,4177,2290,791,241,40,1,19520,19520,3178,2436,2190,3940,4139,2090,1079,386,75,6,1,19693,19693,3000,2465,2414,4007,3904,2087,1211,405,166,34,0
전라남도 광양시 (4623000000),151460,151460,12500,15598,19273,18084,23204,29779,18736,8495,4891,879,21,79124,79124,6350,8102,11194,9701,12075,16147,9867,3965,1577,146,0,72336,72336,6150,7496,8079,8383,11129,13632,8869,4530,3314,733,21
전라남도 광양시 광양읍(4623025000),48393,48393,4049,5022,5801,5543,7748,8743,6405,3097,1674,306,5,24785,24785,2046,2628,3180,2842,4083,4660,3323,1438,531,54,0,23608,23608,2003,2394,2621,2701,3665,4083,3082,1659,1143,252,5
전라남도 광양시 봉강면(4623031000),2129,2129,55,110,181,140,189,438,435,296,231,54,0,1106,1106,37,62,112,85,111,251,228,130,77,13,0,1023,1023,18,48,69,55,78,187,207,166,154,41,0
전라남도 광양시 옥룡면(4623032000),3025,3025,74,137,232,141,247,613,670,467,370,72,2,1500,1500,40,64,143,72,119,351,377,201,118,15,0,1525,1525,34,73,89,69,128,262,293,266,252,57,2
전라남도 광양시 옥곡면(4623033000),4996,4996,268,270,603,491,528,1147,826,482,330,50,1,2556,2556,144,137,340,276,260,621,427,225,117,9,0,2440,2440,124,133,263,215,268,526,399,257,213,41,1
전라남도 광양시 진상면(4623034000),2727,2727,53,111,170,142,189,535,568,496,389,72,2,1376,1376,22,75,106,82,108,316,298,224,133,12,0,1351,1351,31,36,64,60,81,219,270,272,256,60,2
전라남도 광양시 진월면(4623035000),2751,2751,66,86,180,134,244,467,602,542,349,78,3,1369,1369,31,46,103,77,157,293,295,238,117,12,0,1382,1382,35,40,77,57,87,174,307,304,232,66,3
전라남도 광양시 다압면(4623036000),1747,1747,41,86,112,83,148,313,435,284,222,22,1,882,882,21,43,78,40,91,184,231,113,78,3,0,865,865,20,43,34,43,57,129,204,171,144,19,1
전라남도 광양시 골약동(4623051500),4409,4409,675,287,449,1025,548,526,385,271,199,42,2,2348,2348,352,157,257,533,315,315,204,132,78,5,0,2061,2061,323,130,192,492,233,211,181,139,121,37,2
전라남도 광양시 중마동(4623053000),56679,56679,5645,7160,7986,7899,10231,11246,4464,1344,603,97,4,29894,29894,2867,3679,4615,4257,5194,6051,2402,632,181,16,0,26785,26785,2778,3481,3371,3642,5037,5195,2062,712,422,81,4
전라남도 광양시 광영동(4623054000),11651,11651,776,1084,1460,1158,1722,2729,1809,605,257,50,1,6165,6165,387,555,857,639,945,1490,930,288,70,4,0,5486,5486,389,529,603,519,777,1239,879,317,187,46,1
전라남도 광양시 금호동(4623055000),11255,11255,746,1144,1929,1193,1247,2665,1781,408,123,19,0,6196,6196,378,605,1283,702,581,1401,956,251,37,2,0,5059,5059,368,539,646,491,666,1264,825,157,86,17,0
전라남도 광양시 태인동(4623057000),1698,1698,52,101,170,135,163,357,356,203,144,17,0,947,947,25,51,120,96,111,214,196,93,40,1,0,751,751,27,50,50,39,52,143,160,110,104,16,0
전라남도 담양군 (4671000000),46169,46169,2120,2976,4417,3488,5089,8236,8860,6114,4213,630,26,23402,23402,1031,1543,2610,1798,2874,4577,4643,2804,1376,143,3,22767,22767,1089,1433,1807,1690,2215,3659,4217,3310,2837,487,23
전라남도 담양군 담양읍(4671025000),15277,15277,1099,1292,1703,1546,2055,2509,2356,1589,959,162,7,7664,7664,515,688,963,778,1098,1335,1196,717,338,35,1,7613,7613,584,604,740,768,957,1174,1160,872,621,127,6
전라남도 담양군 봉산면(4671031000),2733,2733,112,106,203,182,294,515,581,418,275,47,0,1411,1411,53,57,110,105,188,299,302,174,113,10,0,1322,1322,59,49,93,77,106,216,279,244,162,37,0
전라남도 담양군 고서면(4671032000),3107,3107,89,157,249,205,279,586,723,492,284,40,3,1575,1575,40,82,143,110,158,326,382,239,86,8,1,1532,1532,49,75,106,95,121,260,341,253,198,32,2
전라남도 담양군 가사문학면(4671033500),1215,1215,25,48,79,65,98,247,290,185,150,26,2,613,613,9,22,42,28,59,142,165,86,54,5,1,602,602,16,26,37,37,39,105,125,99,96,21,1
전라남도 담양군 창평면(4671034000),3569,3569,115,227,270,226,320,667,771,539,395,38,1,1796,1796,66,101,160,118,196,366,409,243,130,7,0,1773,1773,49,126,110,108,124,301,362,296,265,31,1
전라남도 담양군 대덕면(4671035000),1883,1883,46,99,169,107,166,378,422,263,207,24,2,979,979,21,61,96,54,96,211,250,115,69,6,0,904,904,25,38,73,53,70,167,172,148,138,18,2
전라남도 담양군 무정면(4671036000),2616,2616,53,96,457,132,197,420,514,398,297,50,2,1428,1428,26,45,375,74,112,247,259,184,95,11,0,1188,1188,27,51,82,58,85,173,255,214,202,39,2
전라남도 담양군 금성면(4671037000),2565,2565,64,106,201,159,240,438,559,411,326,57,4,1308,1308,28,56,115,96,154,256,282,200,106,15,0,1257,1257,36,50,86,63,86,182,277,211,220,42,4
전라남도 담양군 용면(4671038000),1798,1798,56,75,129,112,167,325,398,321,187,27,1,902,902,34,35,67,53,101,181,205,154,63,9,0,896,896,22,40,62,59,66,144,193,167,124,18,1
전라남도 담양군 월산면(4671039000),2399,2399,88,116,161,165,229,444,515,392,256,31,2,1222,1222,44,60,93,75,139,259,271,195,80,6,0,1177,1177,44,56,68,90,90,185,244,197,176,25,2
전라남도 담양군 수북면(4671040000),4690,4690,199,313,432,305,546,903,946,554,423,67,2,2368,2368,108,176,237,168,292,487,508,256,114,22,0,2322,2322,91,137,195,137,254,416,438,298,309,45,2
전라남도 담양군 대전면(4671041000),4317,4317,174,341,364,284,498,804,785,552,454,61,0,2136,2136,87,160,209,139,281,468,414,241,128,9,0,2181,2181,87,181,155,145,217,336,371,311,326,52,0
전라남도 곡성군 (4672000000),27466,27466,932,1827,2135,1595,2858,4763,5322,4058,3362,599,15,13534,13534,484,999,1171,844,1578,2647,2839,1799,1059,111,3,13932,13932,448,828,964,751,1280,2116,2483,2259,2303,488,12
전라남도 곡성군 곡성읍(4672025000),7777,7777,401,650,730,601,1044,1281,1318,952,675,119,6,3775,3775,201,346,391,294,544,694,642,425,218,19,1,4002,4002,200,304,339,307,500,587,676,527,457,100,5
전라남도 곡성군 오곡면(4672031000),1841,1841,48,115,111,91,148,282,412,316,284,34,0,903,903,23,61,65,54,87,159,232,124,90,8,0,938,938,25,54,46,37,61,123,180,192,194,26,0
전라남도 곡성군 삼기면(4672032000),1664,1664,26,82,89,72,130,283,357,293,277,54,1,819,819,11,50,53,43,85,152,198,133,85,9,0,845,845,15,32,36,29,45,131,159,160,192,45,1
전라남도 곡성군 석곡면(4672033000),2272,2272,59,103,134,96,197,413,460,375,361,72,2,1070,1070,39,60,68,51,95,224,248,161,110,13,1,1202,1202,20,43,66,45,102,189,212,214,251,59,1
전라남도 곡성군 목사동면(4672034000),1326,1326,21,33,71,67,90,241,291,249,233,29,1,660,660,16,15,40,43,59,138,155,116,74,4,0,666,666,5,18,31,24,31,103,136,133,159,25,1
전라남도 곡성군 죽곡면(4672035000),1862,1862,44,75,113,80,133,341,421,347,249,59,0,910,910,27,45,63,43,67,186,226,168,78,7,0,952,952,17,30,50,37,66,155,195,179,171,52,0
전라남도 곡성군 고달면(4672036000),1150,1150,26,49,70,48,77,190,245,219,197,29,0,572,572,17,22,41,27,54,108,145,89,65,4,0,578,578,9,27,29,21,23,82,100,130,132,25,0
전라남도 곡성군 옥과면(4672037000),4107,4107,180,404,432,296,496,719,695,478,344,62,1,2070,2070,82,228,232,158,259,398,369,219,109,16,0,2037,2037,98,176,200,138,237,321,326,259,235,46,1
전라남도 곡성군 입면(4672038000),2388,2388,55,185,192,96,286,462,417,323,315,57,0,1214,1214,27,105,107,52,168,279,227,142,94,13,0,1174,1174,28,80,85,44,118,183,190,181,221,44,0
전라남도 곡성군 겸면(4672039000),1649,1649,33,80,90,82,147,289,342,288,246,50,2,809,809,18,42,47,43,101,164,188,115,80,10,1,840,840,15,38,43,39,46,125,154,173,166,40,1
전라남도 곡성군 오산면(4672040000),1430,1430,39,51,103,66,110,262,364,218,181,34,2,732,732,23,25,64,36,59,145,209,107,56,8,0,698,698,16,26,39,30,51,117,155,111,125,26,2
전라남도 구례군 (4673000000),25186,25186,1003,1730,1846,1450,2724,4526,4990,3709,2779,417,12,12262,12262,473,910,1044,736,1459,2513,2535,1604,899,88,1,12924,12924,530,820,802,714,1265,2013,2455,2105,1880,329,11
전라남도 구례군 구례읍(4673025000),10680,10680,598,992,971,782,1386,1939,1811,1285,780,130,6,5199,5199,280,520,549,376,694,1015,910,562,265,28,0,5481,5481,318,472,422,406,692,924,901,723,515,102,6
전라남도 구례군 문척면(4673031000),1282,1282,38,60,88,43,119,249,280,199,178,27,1,645,645,22,35,54,17,71,137,159,80,67,3,0,637,637,16,25,34,26,48,112,121,119,111,24,1
전라남도 구례군 간전면(4673032000),1484,1484,37,68,78,71,135,267,324,265,213,26,0,722,722,15,27,38,39,82,161,165,117,71,7,0,762,762,22,41,40,32,53,106,159,148,142,19,0
전라남도 구례군 토지면(4673033000),2500,2500,44,130,155,94,220,500,626,367,312,52,0,1229,1229,23,69,90,52,121,279,324,157,101,13,0,1271,1271,21,61,65,42,99,221,302,210,211,39,0
전라남도 구례군 마산면(4673034000),2586,2586,92,170,184,130,293,449,525,395,295,50,3,1264,1264,45,101,95,70,161,266,252,177,85,11,1,1322,1322,47,69,89,60,132,183,273,218,210,39,2
전라남도 구례군 광의면(4673035000),2263,2263,71,108,99,110,178,342,502,427,371,54,1,1070,1070,28,57,56,63,107,201,255,179,116,8,0,1193,1193,43,51,43,47,71,141,247,248,255,46,1
전라남도 구례군 용방면(4673036000),1417,1417,31,43,93,79,137,226,286,268,220,34,0,677,677,16,25,52,44,74,128,144,114,72,8,0,740,740,15,18,41,35,63,98,142,154,148,26,0
전라남도 구례군 산동면(4673037000),2974,2974,92,159,178,141,256,554,636,503,410,44,1,1456,1456,44,76,110,75,149,326,326,218,122,10,0,1518,1518,48,83,68,66,107,228,310,285,288,34,1
전라남도 고흥군 (4677000000),62530,62530,2327,3608,3785,3308,5943,9951,13063,11238,7858,1405,44,30474,30474,1155,1949,2217,1764,3433,5653,6577,4923,2508,288,7,32056,32056,1172,1659,1568,1544,2510,4298,6486,6315,5350,1117,37
전라남도 고흥군 고흥읍(4677025000),12519,12519,966,1406,1233,1099,1826,2030,1884,1259,669,137,10,6143,6143,479,749,699,514,923,1081,875,575,221,25,2,6376,6376,487,657,534,585,903,949,1009,684,448,112,8
전라남도 고흥군 도양읍(4677025300),9479,9479,447,698,682,635,1094,1645,1923,1499,727,124,5,4650,4650,214,376,385,327,566,906,943,650,261,21,1,4829,4829,233,322,297,308,528,739,980,849,466,103,4
전라남도 고흥군 도양읍소록출장소(4677025400),597,597,29,24,13,29,35,31,81,174,153,28,0,301,301,15,14,5,15,16,17,45,88,76,10,0,296,296,14,10,8,14,19,14,36,86,77,18,0
전라남도 고흥군 도양읍시산출장소(4677025500),225,225,2,10,7,16,34,42,33,39,38,4,0,118,118,1,5,5,12,29,26,18,14,8,0,0,107,107,1,5,2,4,5,16,15,25,30,4,0
전라남도 고흥군 풍양면(4677031000),3072,3072,57,87,115,122,221,446,713,699,513,97,2,1527,1527,31,48,77,77,161,281,376,292,164,20,0,1545,1545,26,39,38,45,60,165,337,407,349,77,2
전라남도 고흥군 도덕면(4677032000),2912,2912,65,111,148,119,219,478,630,571,471,99,1,1419,1419,27,58,80,79,134,288,345,249,140,18,1,1493,1493,38,53,68,40,85,190,285,322,331,81,0
전라남도 고흥군 금산면(4677033000),4238,4238,107,166,207,143,312,662,948,933,668,90,2,2070,2070,55,89,128,80,190,385,476,399,247,20,1,2168,2168,52,77,79,63,122,277,472,534,421,70,1
전라남도 고흥군 도화면(4677034000),3791,3791,80,157,170,151,297,609,860,796,565,98,8,1838,1838,31,77,102,93,186,343,432,377,180,17,0,1953,1953,49,80,68,58,111,266,428,419,385,81,8
전라남도 고흥군 포두면(4677035000),4807,4807,105,210,215,179,391,812,1056,992,721,123,3,2331,2331,44,118,136,102,243,470,524,403,264,27,0,2476,2476,61,92,79,77,148,342,532,589,457,96,3
전라남도 고흥군 봉래면(4677036000),1835,1835,52,74,73,59,147,270,434,389,282,54,1,896,896,28,35,40,31,105,165,219,179,79,14,1,939,939,24,39,33,28,42,105,215,210,203,40,0
전라남도 고흥군 점암면(4677037000),2660,2660,35,91,111,84,193,409,636,561,433,107,0,1263,1263,11,48,77,45,128,237,323,257,120,17,0,1397,1397,24,43,34,39,65,172,313,304,313,90,0
전라남도 고흥군 과역면(4677038000),3248,3248,74,107,194,130,234,544,748,607,519,86,5,1559,1559,42,68,105,75,153,301,387,253,153,22,0,1689,1689,32,39,89,55,81,243,361,354,366,64,5
전라남도 고흥군 남양면(4677039000),2256,2256,47,97,109,101,150,338,592,459,307,56,0,1068,1068,30,51,66,49,89,197,307,184,91,4,0,1188,1188,17,46,43,52,61,141,285,275,216,52,0
전라남도 고흥군 동강면(4677040000),3061,3061,91,110,192,156,251,456,711,563,437,90,4,1501,1501,50,63,110,88,159,267,360,261,115,28,0,1560,1560,41,47,82,68,92,189,351,302,322,62,4
전라남도 고흥군 대서면(4677041000),2212,2212,60,69,98,89,127,339,552,422,407,49,0,1082,1082,35,41,67,54,92,191,299,184,109,10,0,1130,1130,25,28,31,35,35,148,253,238,298,39,0
전라남도 고흥군 두원면(4677042000),2958,2958,56,99,116,79,208,411,630,700,555,101,3,1404,1404,34,53,71,46,128,252,317,304,178,20,1,1554,1554,22,46,45,33,80,159,313,396,377,81,2
전라남도 고흥군 영남면(4677044000),1230,1230,29,36,42,52,78,194,279,294,190,36,0,584,584,15,22,24,34,52,110,140,127,51,9,0,646,646,14,14,18,18,26,84,139,167,139,27,0
전라남도 고흥군 동일면(4677045000),1430,1430,25,56,60,65,126,235,353,281,203,26,0,720,720,13,34,40,43,79,136,191,127,51,6,0,710,710,12,22,20,22,47,99,162,154,152,20,0
전라남도 보성군 (4678000000),39183,39183,1488,2428,2649,2246,3844,6489,7838,6365,4976,836,24,19127,19127,775,1242,1521,1197,2175,3651,4036,2773,1580,173,4,20056,20056,713,1186,1128,1049,1669,2838,3802,3592,3396,663,20
전라남도 보성군 보성읍(4678025000),8818,8818,584,814,835,765,1133,1504,1424,975,677,105,2,4309,4309,308,394,446,391,566,804,703,434,242,21,0,4509,4509,276,420,389,374,567,700,721,541,435,84,2
전라남도 보성군 벌교읍(4678025300),11404,11404,444,776,759,640,1157,1838,2286,1974,1295,224,11,5551,5551,230,405,434,328,665,1033,1130,865,418,40,3,5853,5853,214,371,325,312,492,805,1156,1109,877,184,8
전라남도 보성군 노동면(4678031000),1080,1080,21,40,56,41,81,167,230,191,210,41,2,521,521,10,24,32,24,55,102,131,88,46,9,0,559,559,11,16,24,17,26,65,99,103,164,32,2
전라남도 보성군 미력면(4678032000),1391,1391,30,54,80,71,108,236,307,247,223,34,1,688,688,14,33,45,43,64,149,172,97,68,3,0,703,703,16,21,35,28,44,87,135,150,155,31,1
전라남도 보성군 겸백면(4678033000),1134,1134,25,41,55,42,95,186,227,206,222,34,1,552,552,12,23,32,19,56,111,127,95,63,14,0,582,582,13,18,23,23,39,75,100,111,159,20,1
전라남도 보성군 율어면(4678034000),1176,1176,31,67,54,52,107,188,226,203,219,28,1,584,584,22,34,34,32,70,115,124,80,67,6,0,592,592,9,33,20,20,37,73,102,123,152,22,1
전라남도 보성군 복내면(4678035000),1619,1619,50,63,93,60,110,264,359,303,273,44,0,770,770,17,36,51,29,68,153,205,130,72,9,0,849,849,33,27,42,31,42,111,154,173,201,35,0
전라남도 보성군 문덕면(4678036000),921,921,16,56,53,28,82,157,209,150,148,21,1,471,471,7,24,32,19,53,98,116,71,46,5,0,450,450,9,32,21,9,29,59,93,79,102,16,1
전라남도 보성군 조성면(4678037000),3627,3627,100,153,205,164,315,573,783,699,545,88,2,1745,1745,58,77,132,88,198,324,380,298,171,18,1,1882,1882,42,76,73,76,117,249,403,401,374,70,1
전라남도 보성군 득량면(4678038000),2716,2716,49,125,121,123,228,445,618,490,429,87,1,1332,1332,21,68,74,70,136,274,324,210,137,18,0,1384,1384,28,57,47,53,92,171,294,280,292,69,1
전라남도 보성군 득량면예당출장소(4678038500),1227,1227,39,67,86,76,126,202,261,202,146,22,0,595,595,27,32,55,42,71,95,131,95,46,1,0,632,632,12,35,31,34,55,107,130,107,100,21,0
전라남도 보성군 회천면(4678039000),2999,2999,75,141,186,132,234,561,681,525,394,69,1,1488,1488,37,72,116,78,134,296,375,226,137,17,0,1511,1511,38,69,70,54,100,265,306,299,257,52,1
전라남도 보성군 웅치면(4678040000),1071,1071,24,31,66,52,68,168,227,200,195,39,1,521,521,12,20,38,34,39,97,118,84,67,12,0,550,550,12,11,28,18,29,71,109,116,128,27,1
전라남도 화순군 (4679000000),62601,62601,3149,5437,6688,4593,7859,11463,10352,7168,5123,746,23,30927,30927,1596,2843,3598,2365,3991,6221,5479,3093,1567,173,1,31674,31674,1553,2594,3090,2228,3868,5242,4873,4075,3556,573,22
전라남도 화순군 화순읍(4679025000),39795,39795,2620,4509,5238,3500,6051,7385,5121,3263,1835,256,17,19507,19507,1329,2358,2779,1750,2890,3819,2536,1378,608,59,1,20288,20288,1291,2151,2459,1750,3161,3566,2585,1885,1227,197,16
전라남도 화순군 한천면(4679031000),916,916,18,33,60,38,96,164,191,189,118,8,1,472,472,7,20,36,22,64,96,105,87,35,0,0,444,444,11,13,24,16,32,68,86,102,83,8,1
전라남도 화순군 한천면영외출장소(4679031500),418,418,9,13,9,12,40,68,95,99,66,7,0,200,200,2,9,6,7,22,45,49,39,20,1,0,218,218,7,4,3,5,18,23,46,60,46,6,0
전라남도 화순군 춘양면(4679032000),1764,1764,25,65,107,75,123,295,406,312,308,48,0,904,904,15,33,59,40,81,183,240,144,94,15,0,860,860,10,32,48,35,42,112,166,168,214,33,0
전라남도 화순군 청풍면(4679033000),1033,1033,19,23,45,34,57,190,231,188,218,28,0,506,506,8,9,26,19,44,116,140,78,58,8,0,527,527,11,14,19,15,13,74,91,110,160,20,0
전라남도 화순군 이양면(4679034000),1779,1779,32,45,98,75,125,292,411,330,314,56,1,869,869,17,24,53,44,72,186,231,153,80,9,0,910,910,15,21,45,31,53,106,180,177,234,47,1
전라남도 화순군 능주면(4679035000),3129,3129,112,226,240,187,319,501,712,463,322,47,0,1544,1544,54,108,139,106,181,280,376,195,96,9,0,1585,1585,58,118,101,81,138,221,336,268,226,38,0
전라남도 화순군 도곡면(4679036000),2842,2842,71,113,197,158,263,536,656,418,361,68,1,1420,1420,31,65,112,93,155,308,353,196,90,17,0,1422,1422,40,48,85,65,108,228,303,222,271,51,1
전라남도 화순군 도암면(4679037000),1430,1430,30,66,70,45,99,249,330,262,248,30,1,734,734,14,35,40,29,58,157,191,109,95,6,0,696,696,16,31,30,16,41,92,139,153,153,24,1
전라남도 화순군 이서면(4679038000),950,950,17,31,58,47,64,190,216,170,137,20,0,491,491,7,15,38,22,42,108,127,79,45,8,0,459,459,10,16,20,25,22,82,89,91,92,12,0
전라남도 화순군 백아면(4679039500),1573,1573,32,63,73,72,94,271,389,305,235,39,0,789,789,21,29,48,37,65,167,223,125,66,8,0,784,784,11,34,25,35,29,104,166,180,169,31,0
전라남도 화순군 동복면(4679040000),1587,1587,28,54,109,61,105,293,341,305,250,41,0,756,756,14,26,59,38,59,163,202,118,69,8,0,831,831,14,28,50,23,46,130,139,187,181,33,0
전라남도 화순군 사평면(4679041500),2119,2119,48,51,136,110,150,393,503,366,313,48,1,1071,1071,30,30,73,62,100,232,276,158,99,11,0,1048,1048,18,21,63,48,50,161,227,208,214,37,1
전라남도 화순군 동면(4679042000),3266,3266,88,145,248,179,273,636,750,498,398,50,1,1664,1664,47,82,130,96,158,361,430,234,112,14,0,1602,1602,41,63,118,83,115,275,320,264,286,36,1
전라남도 장흥군 (4680000000),36236,36236,1732,2566,2803,2432,3789,6109,6753,5288,4069,681,14,17654,17654,854,1361,1581,1291,2094,3381,3354,2342,1255,138,3,18582,18582,878,1205,1222,1141,1695,2728,3399,2946,2814,543,11
전라남도 장흥군 장흥읍(4680025000),14800,14800,1146,1499,1508,1382,2009,2482,2189,1478,939,165,3,7233,7233,558,785,831,698,1003,1323,1041,668,296,30,0,7567,7567,588,714,677,684,1006,1159,1148,810,643,135,3
전라남도 장흥군 관산읍(4680025300),4787,4787,128,270,297,247,408,769,1027,882,653,102,4,2318,2318,71,154,178,132,236,420,517,381,205,23,1,2469,2469,57,116,119,115,172,349,510,501,448,79,3
전라남도 장흥군 대덕읍(4680025600),3260,3260,107,195,197,161,282,573,675,549,450,71,0,1563,1563,37,105,109,86,177,329,326,245,133,16,0,1697,1697,70,90,88,75,105,244,349,304,317,55,0
전라남도 장흥군 용산면(4680031000),2289,2289,73,102,126,125,197,333,525,393,348,66,1,1119,1119,42,52,76,71,126,192,276,175,98,11,0,1170,1170,31,50,50,54,71,141,249,218,250,55,1
전라남도 장흥군 안양면(4680032000),2748,2748,70,119,179,150,237,465,590,472,374,89,3,1339,1339,44,69,97,93,138,264,301,204,115,14,0,1409,1409,26,50,82,57,99,201,289,268,259,75,3
전라남도 장흥군 장동면(4680033000),1203,1203,33,46,60,62,84,197,268,196,223,33,1,582,582,12,24,32,37,54,121,141,88,66,6,1,621,621,21,22,28,25,30,76,127,108,157,27,0
전라남도 장흥군 장평면(4680034000),2055,2055,40,87,127,84,140,374,406,373,377,46,1,983,983,19,38,72,51,96,212,214,162,107,12,0,1072,1072,21,49,55,33,44,162,192,211,270,34,1
전라남도 장흥군 유치면(4680035000),1009,1009,12,22,54,37,80,232,249,176,127,20,0,508,508,3,14,30,21,49,138,133,80,34,6,0,501,501,9,8,24,16,31,94,116,96,93,14,0
전라남도 장흥군 부산면(4680036000),1392,1392,29,64,84,48,111,256,242,252,249,56,1,688,688,18,31,43,26,66,159,134,110,86,14,1,704,704,11,33,41,22,45,97,108,142,163,42,0
전라남도 장흥군 회진면(4680037000),2693,2693,94,162,171,136,241,428,582,517,329,33,0,1321,1321,50,89,113,76,149,223,271,229,115,6,0,1372,1372,44,73,58,60,92,205,311,288,214,27,0
전라남도 강진군 (4681000000),33503,33503,1483,2361,2605,2195,3492,5492,6522,4959,3761,620,13,16256,16256,737,1217,1482,1133,1914,3005,3298,2163,1193,107,7,17247,17247,746,1144,1123,1062,1578,2487,3224,2796,2568,513,6
전라남도 강진군 강진읍(4681025000),13096,13096,837,1274,1398,1134,1733,2168,2124,1429,862,136,1,6319,6319,425,627,770,572,859,1098,1041,627,274,25,1,6777,6777,412,647,628,562,874,1070,1083,802,588,111,0
전라남도 강진군 군동면(4681031000),4381,4381,234,328,345,327,460,719,811,580,497,78,2,2114,2114,117,185,193,168,242,380,438,233,145,13,0,2267,2267,117,143,152,159,218,339,373,347,352,65,2
전라남도 강진군 칠량면(4681032000),2233,2233,51,109,129,98,181,369,492,401,351,50,2,1085,1085,28,49,76,49,121,200,257,173,123,8,1,1148,1148,23,60,53,49,60,169,235,228,228,42,1
전라남도 강진군 대구면(4681033000),1111,1111,23,43,48,56,89,182,259,222,155,33,1,539,539,7,22,30,33,59,111,123,102,48,4,0,572,572,16,21,18,23,30,71,136,120,107,29,1
전라남도 강진군 도암면(4681034000),2421,2421,51,128,108,99,167,363,572,477,380,75,1,1176,1176,27,71,64,57,103,217,293,209,123,11,1,1245,1245,24,57,44,42,64,146,279,268,257,64,0
전라남도 강진군 신전면(4681035000),1756,1756,65,86,66,72,155,273,416,323,264,36,0,857,857,27,42,43,37,101,152,214,151,86,4,0,899,899,38,44,23,35,54,121,202,172,178,32,0
전라남도 강진군 성전면(4681036000),2752,2752,84,117,171,161,233,412,623,500,383,67,1,1352,1352,42,57,106,91,133,241,321,229,118,13,1,1400,1400,42,60,65,70,100,171,302,271,265,54,0
전라남도 강진군 작천면(4681037000),1794,1794,31,63,104,71,124,312,387,330,328,42,2,883,883,20,36,62,41,78,195,202,136,104,8,1,911,911,11,27,42,30,46,117,185,194,224,34,1
전라남도 강진군 병영면(4681038000),1596,1596,34,82,93,54,135,280,345,280,240,50,3,758,758,13,48,52,29,83,162,170,114,74,11,2,838,838,21,34,41,25,52,118,175,166,166,39,1
전라남도 강진군 옴천면(4681039000),612,612,10,45,41,18,42,101,106,116,109,24,0,306,306,5,27,24,4,32,66,57,55,30,6,0,306,306,5,18,17,14,10,35,49,61,79,18,0
전라남도 강진군 마량면(4681040000),1751,1751,63,86,102,105,173,313,387,301,192,29,0,867,867,26,53,62,52,103,183,182,134,68,4,0,884,884,37,33,40,53,70,130,205,167,124,25,0
전라남도 해남군 (4682000000),66855,66855,3512,4917,5294,4413,7615,11253,12770,9767,6345,943,26,33195,33195,1794,2506,3025,2380,4194,6335,6464,4311,2011,174,1,33660,33660,1718,2411,2269,2033,3421,4918,6306,5456,4334,769,25
전라남도 해남군 해남읍(4682025000),24437,24437,2082,2816,2740,2282,3773,4118,3392,2030,1051,150,3,12028,12028,1054,1422,1498,1130,1800,2174,1664,914,341,31,0,12409,12409,1028,1394,1242,1152,1973,1944,1728,1116,710,119,3
